,ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,last_updated_utc
4844,SSKN,"Strata Skin Sciences, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001051514,BBG000BS5M65,BBG001SHBV08,2022-01-26T00:00:00Z
4845,SSNC,SS&C Technologies Inc,stocks,us,XNAS,CS,True,usd,0001402436,BBG000RJ2J04,BBG001STPPK8,2022-01-26T00:00:00Z
4846,SSNT,"SilverSun Technologies, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001236275,BBG000BV5627,BBG001SCBW07,2022-01-26T00:00:00Z
4847,SSP,The E.W. Scripps Company,stocks,us,XNAS,CS,True,usd,0000832428,BBG000C78J55,BBG001S6PY74,2022-01-26T00:00:00Z
4848,SSRM,SSR Mining Inc.,stocks,us,XNAS,CS,True,usd,0000921638,BBG000BQG6Z0,BBG001S6JSX5,2022-01-26T00:00:00Z
4849,SSSS,SuRo Capital Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001509470,BBG001D2TV80,BBG001V04MT8,2022-01-26T00:00:00Z
4850,SSTI,"ShotSpotter, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001351636,BBG000Q1PX08,BBG001SM2GR1,2022-01-26T00:00:00Z
4851,SSTK,"SHUTTERSTOCK, INC.",stocks,us,XNYS,CS,True,usd,0001549346,BBG002ZCK2V9,BBG002ZCK3M7,2022-01-26T00:00:00Z
4852,SSU,SIGNA Sports United N.V.,stocks,us,XNYS,CS,True,usd,0001869858,,,2022-01-26T00:00:00Z
4853,SSY,"SunLink Health Systems, Inc",stocks,us,XASE,CS,True,usd,0000096793,BBG000HNQT26,BBG001SF9S57,2022-01-26T00:00:00Z
4854,SSYS,Stratasys Inc (ISRAEL),stocks,us,XNAS,CS,True,usd,0001517396,,,2022-01-26T00:00:00Z
4855,ST,Sensata Technologies Holding plc,stocks,us,XNYS,CS,True,usd,0001477294,,,2022-01-26T00:00:00Z
4856,STAA,Staar Surgical Co,stocks,us,XNAS,CS,True,usd,0000718937,BBG000C4QB95,BBG001S6MC39,2022-01-26T00:00:00Z
4857,STAB,"Statera Biopharma, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001318641,BBG000C3YCP8,BBG001SL8TJ8,2022-01-26T00:00:00Z
4858,STAF,"Staffing 360 Solutions, Inc. Common Stock (DE)",stocks,us,XNAS,CS,True,usd,0001499717,BBG0025CGG82,BBG0025CGH08,2022-01-26T00:00:00Z
4859,STAG,"STAG INDUSTRIAL, INC.",stocks,us,XNYS,CS,True,usd,0001479094,BBG000BGLFP7,BBG001T9F312,2022-01-26T00:00:00Z
4860,STAR,ISTAR INC,stocks,us,XNYS,CS,True,usd,0001095651,BBG000H35J52,BBG001SDG572,2022-01-26T00:00:00Z
4861,STBA,S&T Bancorp Inc,stocks,us,XNAS,CS,True,usd,0000719220,BBG000CKB2S4,BBG001S68QG0,2022-01-26T00:00:00Z
4862,STC,Stewart Information Services Corporation,stocks,us,XNYS,CS,True,usd,0000094344,BBG000D6YCQ9,BBG001S7KRL6,2022-01-26T00:00:00Z
4863,STCN,"Steel Connect, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000914712,BBG000BB0RT1,BBG001S5PXV1,2022-01-26T00:00:00Z
4864,STE,STERIS plc,stocks,us,XNYS,CS,True,usd,0001757898,,,2022-01-26T00:00:00Z
4865,STEM,"Stem, Inc.",stocks,us,XNYS,CS,True,usd,0001758766,BBG00XP8NQN4,BBG00XP8NRN2,2022-01-26T00:00:00Z
4866,STEP,StepStone Group Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001796022,BBG00WXXV032,BBG00WXXV0W0,2022-01-26T00:00:00Z
4867,STER,Sterling Check Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001645070,BBG012BTZRJ0,BBG012BTZSC5,2022-01-26T00:00:00Z
4868,STET,ST Energy Transition I Ltd.,stocks,us,XNYS,CS,True,usd,0001858684,,,2022-01-26T00:00:00Z
4869,STFC,State Auto Financial Corp,stocks,us,XNAS,CS,True,usd,0000874977,BBG000CB4BH4,BBG001S6S663,2022-01-26T00:00:00Z
4870,STGW,Stagwell Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0000876883,BBG00ZV0HVZ2,BBG00ZV0HW08,2022-01-26T00:00:00Z
4871,STIM,"Neuronetics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001227636,BBG000QX36J1,BBG001SSSWY7,2022-01-26T00:00:00Z
4872,STKL,"SunOpta, Inc.",stocks,us,XNAS,CS,True,usd,0000351834,BBG000CFV2F7,BBG001S6V9S9,2022-01-26T00:00:00Z
4873,STKS,"The ONE Group Hospitality, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001399520,BBG001QJ1RL3,BBG001V1GWV8,2022-01-26T00:00:00Z
4874,STL,Sterling Bancorp,stocks,us,XNYS,CS,True,usd,0001070154,BBG000CLNSF6,BBG001SC87X0,2022-01-26T00:00:00Z
4875,STLA,Stellantis N.V.,stocks,us,XNYS,CS,True,usd,0001605484,,,2022-01-26T00:00:00Z
4876,STLD,Steel Dynamics Inc,stocks,us,XNAS,CS,True,usd,0001022671,BBG000HGYNZ9,BBG001S98JK5,2022-01-26T00:00:00Z
4877,STN,"Stantec, Inc.",stocks,us,XNYS,CS,True,usd,0001131383,BBG000BC1X33,BBG001S6JJQ3,2022-01-26T00:00:00Z
4878,STNE,StoneCo Ltd. Class A Common Shares,stocks,us,XNAS,CS,True,usd,0001745431,,,2022-01-26T00:00:00Z
4879,STNG,Scorpio Tankers Inc.,stocks,us,XNYS,CS,True,usd,0001483934,,,2022-01-26T00:00:00Z
4880,STOK,"Stoke Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001623526,BBG00JPCBPG9,BBG00JPCBPH8,2022-01-26T00:00:00Z
4881,STON,StoneMor Inc.,stocks,us,XNYS,CS,True,usd,0001753886,BBG00B40ZRN7,BBG00B40ZRP5,2022-01-26T00:00:00Z
4882,STOR,STORE Capital Corporation,stocks,us,XNYS,CS,True,usd,0001538990,BBG00265T6Q4,BBG00265T6X6,2022-01-26T00:00:00Z
4883,STRA,"Strategic Education, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001013934,BBG000GRZDV1,BBG001S90RW2,2022-01-26T00:00:00Z
4884,STRC,Sarcos Technology and Robotics Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001826681,BBG00YMWMLR0,BBG00YMWMLS9,2022-01-26T00:00:00Z
4885,STRE,"Supernova Partners Acquisition Company III, Ltd.",stocks,us,XNYS,CS,True,usd,0001838361,,,2022-01-26T00:00:00Z
4886,STRL,Sterling Construction Company Inc,stocks,us,XNAS,CS,True,usd,0000874238,BBG000FZ71Z7,BBG001SC9C40,2022-01-26T00:00:00Z
4887,STRM,"Streamline Health Solutions, Inc.",stocks,us,XNAS,CS,True,usd,0001008586,BBG000G84WL6,BBG001S8S2Y7,2022-01-26T00:00:00Z
4888,STRN,"86260J102 NASDAQ PILLAR Stran & Company, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001872525,BBG0019ZS5F2,BBG001TH9KP7,2022-01-26T00:00:00Z
4889,STRNW,"Stran & Company, Inc. Warrant",stocks,us,XNAS,CS,True,usd,0001872525,BBG013F1M2T3,,2022-01-26T00:00:00Z
4890,STRO,"Sutro Biopharma, Inc.",stocks,us,XNAS,CS,True,usd,0001382101,BBG000R4V3P3,BBG001T94MP6,2022-01-26T00:00:00Z
4891,STRR,"Star Equity Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000707388,BBG000BVZVL8,BBG001SFBBM2,2022-01-26T00:00:00Z
4892,STRS,Stratus Properties Inc,stocks,us,XNAS,CS,True,usd,0000885508,BBG000D6DM44,BBG001S7JL59,2022-01-26T00:00:00Z
4893,STRT,Strattec Security Corp,stocks,us,XNAS,CS,True,usd,0000933034,BBG000BZY3G8,BBG001S7L604,2022-01-26T00:00:00Z
4894,STSA,"Satsuma Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001692830,BBG00FLQP542,BBG00FLQP551,2022-01-26T00:00:00Z
4895,STT,State Street Corporation,stocks,us,XNYS,CS,True,usd,0000093751,BBG000BKFBD7,BBG001S5RLD5,2022-01-26T00:00:00Z
4896,STTK,"Shattuck Labs, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001680367,BBG00V776CQ7,BBG00V776CR6,2022-01-26T00:00:00Z
4897,STVN,Stevanato Group S.p.A.,stocks,us,XNYS,CS,True,usd,0001849853,,,2022-01-26T00:00:00Z
4898,STWD,"STARWOOD PROPERTY TRUST, INC.",stocks,us,XNYS,CS,True,usd,0001465128,BBG000M1J270,BBG001T4JCN5,2022-01-26T00:00:00Z
4899,STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),stocks,us,XNAS,CS,True,usd,0001137789,,,2022-01-26T00:00:00Z
4900,STXB,"Spirit of Texas Bancshares, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001499453,BBG000DG7YC4,BBG001T12QR4,2022-01-26T00:00:00Z
4901,STXS,"Stereotaxis, Inc. Common Stock",stocks,us,XASE,CS,True,usd,0001289340,BBG000MC81G0,BBG001SKC124,2022-01-26T00:00:00Z
4902,STZ,"Constellation Brands, Inc.",stocks,us,XNYS,CS,True,usd,0000016918,BBG000GLJ2B8,BBG001SD31G5,2022-01-26T00:00:00Z
4903,STZ.B,"CONSTELLATION BRANDS, INC. CLASS B",stocks,us,XNYS,CS,True,usd,0000016918,BBG000GLKNB0,BBG001SD31K0,2022-01-26T00:00:00Z
4904,SU,"Suncor Energy, Inc.",stocks,us,XNYS,CS,True,usd,0000311337,BBG000BC1LY5,BBG001S5YSF0,2022-01-26T00:00:00Z
4905,SUAC,ShoulderUp Technology Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001885461,BBG0149Q6MH0,BBG0149Q6NC3,2022-01-26T00:00:00Z
4906,SUI,"Sun Communities, Inc",stocks,us,XNYS,CS,True,usd,0000912593,BBG000BLJWF3,BBG001S7HRC0,2022-01-26T00:00:00Z
4907,SUM,"Summit Materials, Inc. Class A Common Stock",stocks,us,XNYS,CS,True,usd,0001621563,BBG006K8P6D1,BBG006K8P6F9,2022-01-26T00:00:00Z
4908,SUMO,"Sumo Logic, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001643269,BBG002GKBNW5,BBG002GKBNZ2,2022-01-26T00:00:00Z
4909,SUMR,"Summer Infant, Inc.",stocks,us,XNAS,CS,True,usd,0001314772,BBG000BBSV03,BBG001S6CZ20,2022-01-26T00:00:00Z
4910,SUN,SUNOCO L.P.,stocks,us,XNYS,CS,True,usd,0001552275,BBG00358K8S0,BBG00358K8T9,2022-01-26T00:00:00Z
4911,SUNL,"Sunlight Financial Holdings, Inc.",stocks,us,XNYS,CS,True,usd,0001821850,BBG00XXXPQS3,BBG00XXXPQV9,2022-01-26T00:00:00Z
4912,SUNS,SLR Senior Investment Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001508171,BBG001CGD2R0,BBG001TX0CN1,2022-01-26T00:00:00Z
4913,SUNW,"Sunworks, Inc.",stocks,us,XNAS,CS,True,usd,0001172631,BBG000MG0XL3,BBG001SQBJT4,2022-01-26T00:00:00Z
4914,SUP,"Superior Industries International, Inc.",stocks,us,XNYS,CS,True,usd,0000095552,BBG000BTNS79,BBG001S5WGG7,2022-01-26T00:00:00Z
4915,SUPN,"Supernus Pharmaceuticals, Inc.",stocks,us,XNAS,CS,True,usd,0001356576,BBG000BP0HX7,BBG001SFKFF1,2022-01-26T00:00:00Z
4916,SUPV,Grupo Supervielle S.A.,stocks,us,XNYS,CS,True,usd,0001517399,BBG00BTHHZ55,BBG00BTHJ014,2022-01-26T00:00:00Z
4917,SURF,"Surface Oncology, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001718108,BBG00KFWYWG3,BBG00KFWYX53,2022-01-26T00:00:00Z
4918,SURG,"SurgePays, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001392694,BBG000RCQLW3,BBG001STG611,2022-01-26T00:00:00Z
4919,SV,Spring Valley Acquisition Corp. Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001822966,,,2022-01-26T00:00:00Z
4920,SVA,"Sinovac Biotech, Ltd",stocks,us,XNAS,CS,True,usd,0001084201,,,2022-01-26T00:00:00Z
4921,SVC,Service Properties Trust Common Stock,stocks,us,XNAS,CS,True,usd,0000945394,BBG000CK9Z95,BBG001S81XC2,2022-01-26T00:00:00Z
4922,SVFA,SVF Investment Corp. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001828478,,,2022-01-26T00:00:00Z
4923,SVFB,SVF Investment Corp. 2 Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001837238,,,2022-01-26T00:00:00Z
4924,SVFC,SVF Investment Corp. 3 Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001837240,,,2022-01-26T00:00:00Z
4925,SVFD,"Save Foods, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001789192,BBG000PZ6S24,BBG001T659H9,2022-01-26T00:00:00Z
4926,SVM,Silvercorp Metals Inc. Common Shares,stocks,us,XASE,CS,True,usd,0001340677,BBG000BSKFP2,BBG001S6YR97,2022-01-26T00:00:00Z
4927,SVNA,7 Acquisition Corporation Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001850699,,,2022-01-26T00:00:00Z
4928,SVRA,Savara Inc.,stocks,us,XNAS,CS,True,usd,0001160308,BBG000MD2W21,BBG001SFTVM9,2022-01-26T00:00:00Z
4929,SVT,"Servotronics, Inc.",stocks,us,XASE,CS,True,usd,0000089140,BBG000BTPZ26,BBG001S5WH20,2022-01-26T00:00:00Z
4930,SVVC,"Firsthand Technology Value Fund, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001495584,BBG001MP9M36,BBG001TXMGC0,2022-01-26T00:00:00Z
4931,SWAG,Software Acquisition Group Inc. III Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001841800,BBG00ZCX33T5,BBG00ZCX34N9,2022-01-26T00:00:00Z
4932,SWAV,"ShockWave Medical, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001642545,BBG005XVXML5,BBG005XVXMM4,2022-01-26T00:00:00Z
4933,SWBI,"Smith & Wesson Brands, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001092796,BBG000BCMY10,BBG001S6MNG1,2022-01-26T00:00:00Z
4934,SWCH,"Switch, Inc. Class A Common Stock",stocks,us,XNYS,CS,True,usd,0001710583,BBG00HPDM5Z2,BBG00HPDM608,2022-01-26T00:00:00Z
4935,SWET,Athlon Acquisition Corp. Class A Common stock,stocks,us,XNAS,CS,True,usd,0001828914,BBG00YV2DMM9,BBG00YV2DMN8,2022-01-26T00:00:00Z
4936,SWI,SolarWinds Corporation Common Stock,stocks,us,XNYS,CS,True,usd,0001739942,BBG00M1CKSK7,BBG00M1CKT98,2022-01-26T00:00:00Z
4937,SWIM,"Latham Group, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001833197,BBG00ZVXLHH6,BBG00ZVXLJB8,2022-01-26T00:00:00Z
4938,SWIR,Sierra Wireless,stocks,us,XNAS,CS,True,usd,0001111863,BBG000BHH2V2,BBG001S824W3,2022-01-26T00:00:00Z
4939,SWK,"Stanley Black & Decker, Inc.",stocks,us,XNYS,CS,True,usd,0000093556,BBG000BTQR96,BBG001S5WHT1,2022-01-26T00:00:00Z
4940,SWKH,SWK Holdings Corporation,stocks,us,XNAS,CS,True,usd,0001089907,BBG000BTX131,BBG001SCNSC0,2022-01-26T00:00:00Z
4941,SWKS,Skyworks Solutions Inc,stocks,us,XNAS,CS,True,usd,0000004127,BBG000GB4HW0,BBG001SCYWS2,2022-01-26T00:00:00Z
4942,SWM,"Schweitzer-Mauduit International, Inc.",stocks,us,XNYS,CS,True,usd,0001000623,BBG000C3CWZ7,BBG001S7VRC4,2022-01-26T00:00:00Z
4943,SWN,Southwestern Energy Company,stocks,us,XNYS,CS,True,usd,0000007332,BBG000BTR593,BBG001S5WHW7,2022-01-26T00:00:00Z
4944,SWSS,Springwater Special Situations Corp. Common stock,stocks,us,XNAS,CS,True,usd,0001838000,BBG00ZN75VW2,BBG00ZN75WQ7,2022-01-26T00:00:00Z
4945,SWTX,"SpringWorks Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001773427,BBG00Q011TW9,BBG00Q011TX8,2022-01-26T00:00:00Z
4946,SWX,"Southwest Gas Holdings, Inc.",stocks,us,XNYS,CS,True,usd,0001692115,BBG00FWP4JW4,BBG00FWP4JX3,2022-01-26T00:00:00Z
4947,SXC,SUNCOKE ENERGY INC,stocks,us,XNYS,CS,True,usd,0001514705,BBG000R1YXQ9,BBG001T90D25,2022-01-26T00:00:00Z
4948,SXI,Standex International Corporation,stocks,us,XNYS,CS,True,usd,0000310354,BBG000BTT5B8,BBG001S5WJ53,2022-01-26T00:00:00Z
4949,SXT,Sensient Technology Corporation,stocks,us,XNYS,CS,True,usd,0000310142,BBG000HDHCM3,BBG001SF0100,2022-01-26T00:00:00Z
4950,SXTC,"China SXT Pharmaceuticals, Inc. Ordinary Shares",stocks,us,XNAS,CS,True,usd,0001723980,,,2022-01-26T00:00:00Z
4951,SYBT,"Stock Yards Bancorp, Inc.",stocks,us,XNAS,CS,True,usd,0000835324,BBG000FLKSG5,BBG001SBG219,2022-01-26T00:00:00Z
4952,SYBX,"Synlogic, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001527599,BBG000R33JD4,BBG001T92245,2022-01-26T00:00:00Z
4953,SYF,SYNCHRONY FINANCIAL,stocks,us,XNYS,CS,True,usd,0001601712,BBG00658F3P3,BBG00658F3Q2,2022-01-26T00:00:00Z
4954,SYK,Stryker Corporation,stocks,us,XNYS,CS,True,usd,0000310764,BBG000DN7P92,BBG001S8FR03,2022-01-26T00:00:00Z
4955,SYN,"Synthetic Biologics, Inc.",stocks,us,XASE,CS,True,usd,0000894158,BBG000BV6QX8,BBG001S77L07,2022-01-26T00:00:00Z
4956,SYNA,Synaptics Inc,stocks,us,XNAS,CS,True,usd,0000817720,BBG000BQV1S2,BBG001SCDXM9,2022-01-26T00:00:00Z
4957,SYNH,"Syneos Health, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001610950,BBG0078Y1D92,BBG0078Y1DB9,2022-01-26T00:00:00Z
4958,SYNL,Synalloy Corp,stocks,us,XNAS,CS,True,usd,0000095953,BBG000CLRHW7,BBG001S6Z1R3,2022-01-26T00:00:00Z
4959,SYPR,Sypris Solutions Inc,stocks,us,XNAS,CS,True,usd,0000864240,BBG000BBQZV2,BBG001S6BZF7,2022-01-26T00:00:00Z
4960,SYRS,"Syros Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001556263,BBG004FFTL76,BBG004FFTL85,2022-01-26T00:00:00Z
4961,SYTA,"Siyata Mobile, Inc.",stocks,us,XNAS,CS,True,usd,0001649009,BBG000BXPF58,BBG001S5WW90,2022-01-26T00:00:00Z
4962,SYY,Sysco Corporation,stocks,us,XNYS,CS,True,usd,0000096021,BBG000BTVJ25,BBG001S5WJS8,2022-01-26T00:00:00Z
4963,T,AT&T Inc.,stocks,us,XNYS,CS,True,usd,0000732717,BBG000BSJK37,BBG001S5VWH2,2022-01-26T00:00:00Z
4964,TA,TravelCenters of America LLC,stocks,us,XNAS,CS,True,usd,0001378453,BBG000CVD896,BBG001SHR063,2022-01-26T00:00:00Z
4965,TAC,TransAlta Corporation,stocks,us,XNYS,CS,True,usd,0001144800,BBG000BBR1G3,BBG001S5WJZ0,2022-01-26T00:00:00Z
4966,TACA,Trepont Acquisition Corp I,stocks,us,XNYS,CS,True,usd,0001826991,,,2022-01-26T00:00:00Z
4967,TACO,"Del Taco Restaurants, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001585583,BBG005SSMPJ6,BBG005SSMQS4,2022-01-26T00:00:00Z
4968,TACT,Transact Technologies Inc,stocks,us,XNAS,CS,True,usd,0001017303,BBG000BD6DY6,BBG001S5WK05,2022-01-26T00:00:00Z
4969,TAIT,Taitron Components Inc,stocks,us,XNAS,CS,True,usd,0000942126,BBG000F4RZ43,BBG001S8GYJ7,2022-01-26T00:00:00Z
4970,TALK,"Talkspace, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001803901,BBG00V317301,BBG00V317329,2022-01-26T00:00:00Z
4971,TALO,"Talos Energy, Inc. Common Stock",stocks,us,XNYS,CS,True,usd,0001724965,BBG00JPH4HQ3,BBG00JPH4JG0,2022-01-26T00:00:00Z
4972,TALS,"Talaris Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001827506,BBG00NX995R3,BBG00NX995T1,2022-01-26T00:00:00Z
4973,TANH,Tantech Holdings Ltd. Common Stock,stocks,us,XNAS,CS,True,usd,0001588084,,,2022-01-26T00:00:00Z
4974,TAOP,Taoping Inc. BVI Ordinary Shares (0 par),stocks,us,XNAS,CS,True,usd,0001552670,,,2022-01-26T00:00:00Z
4975,TAP,Molson Coors Beverage Company Class B,stocks,us,XNYS,CS,True,usd,0000024545,BBG000BS7KS3,BBG001S5VQ21,2022-01-26T00:00:00Z
4976,TAP.A,Molson Coors Beverage Company Class A,stocks,us,XNYS,CS,True,usd,0000024545,BBG000KBCNV4,BBG001SK4MK7,2022-01-26T00:00:00Z
4977,TARA,"Protara Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001359931,BBG001ZLYSH5,BBG001ZLYSK1,2022-01-26T00:00:00Z
4978,TARO,Taro Pharmaceutical Industries Ltd.,stocks,us,XNYS,CS,True,usd,0000906338,,,2022-01-26T00:00:00Z
4979,TARS,"Tarsus Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001819790,BBG00RB9BNQ7,BBG00RB9BNR6,2022-01-26T00:00:00Z
4980,TASK,"TaskUs, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001829864,BBG009CL6VK3,BBG009CL6VL2,2022-01-26T00:00:00Z
4981,TAST,"Carrols Restaurant Group, Inc.",stocks,us,XNAS,CS,True,usd,0000809248,BBG000Q1PH76,BBG001SM2GK8,2022-01-26T00:00:00Z
4982,TATT,TAT Technologies Ltd,stocks,us,XNAS,CS,True,usd,0000808439,,,2022-01-26T00:00:00Z
4983,TAYD,Taylor Devices Inc,stocks,us,XNAS,CS,True,usd,0000096536,BBG000BTX2M8,BBG001S5WKF9,2022-01-26T00:00:00Z
4984,TBBK,The Bancorp Inc.,stocks,us,XNAS,CS,True,usd,0001295401,BBG000Q50XK4,BBG001SM71W3,2022-01-26T00:00:00Z
4985,TBCP,Thunder Bridge Capital Partners III Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001815753,BBG00YZ59TH4,BBG00YZ59TL9,2022-01-26T00:00:00Z
4986,TBI,"Trueblue, Inc.",stocks,us,XNYS,CS,True,usd,0000768899,BBG000BP69N0,BBG001SC5XD8,2022-01-26T00:00:00Z
4987,TBK,"Triumph Bancorp, Inc.",stocks,us,XNAS,CS,True,usd,0001539638,BBG000QS6MN9,BBG001SNKPZ0,2022-01-26T00:00:00Z
4988,TBLA,Taboola.com Ltd. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001840502,,,2022-01-26T00:00:00Z
4989,TBLD,Thornburg Income Builder Opportunities Trust Common Stock,stocks,us,XNAS,CS,True,usd,0001820378,BBG011K2MTD7,BBG011K2MTF5,2022-01-26T00:00:00Z
4990,TBLT,"ToughBuilt Industries, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001668370,BBG00LDFP150,BBG00LDFP1X9,2022-01-26T00:00:00Z
4991,TBNK,Territorial Bancorp Inc.,stocks,us,XNAS,CS,True,usd,0001447051,BBG000M1LNP1,BBG001T4JD08,2022-01-26T00:00:00Z
4992,TBPH,"Theravance Biopharma, Inc.",stocks,us,XNAS,CS,True,usd,0001583107,,,2022-01-26T00:00:00Z
4993,TBSA,TB SA Acquisition Corp Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001843764,,,2022-01-26T00:00:00Z
4994,TCAC,Tuatara Capital Acquisition Corporation Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001801602,,,2022-01-26T00:00:00Z
4995,TCBC,"TC Bancshares, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001850398,BBG00ZMZ4416,BBG00ZMZ44W2,2022-01-26T00:00:00Z
4996,TCBI,"Texas Capital Bancshares, Inc.",stocks,us,XNAS,CS,True,usd,0001077428,BBG000DN4ZT1,BBG001SJ1VS5,2022-01-26T00:00:00Z
4997,TCBK,Trico Bancshares,stocks,us,XNAS,CS,True,usd,0000356171,BBG000BGYJF6,BBG001S78RY6,2022-01-26T00:00:00Z
4998,TCBS,"Texas Community Bancshares, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001849466,BBG011RWMVP6,BBG011RWMWJ1,2022-01-26T00:00:00Z
4999,TCBX,"Third Coast Bancshares, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001781730,BBG009W8YNW4,BBG009W8YNX3,2022-01-26T00:00:00Z
5000,TCDA,"Tricida, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001595585,BBG007318S26,BBG007318S35,2022-01-26T00:00:00Z
5001,TCFC,The Community Financial Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0000855874,BBG000BBFFS2,BBG001S5WL76,2022-01-26T00:00:00Z
5002,TCI,"Transcontinental Realty Investors, Inc.",stocks,us,XNYS,CS,True,usd,0000733590,BBG000BN38Z7,BBG001S5SQG0,2022-01-26T00:00:00Z
5003,TCMD,"Tactile Systems Technology, Inc.",stocks,us,XNAS,CS,True,usd,0001027838,BBG001B12Z39,BBG001THH5G1,2022-01-26T00:00:00Z
5004,TCN,Tricon Residential Inc.,stocks,us,XNYS,CS,True,usd,0001584425,BBG000QMKDM7,BBG001T7VFV8,2022-01-26T00:00:00Z
5005,TCON,"TRACON Pharmaceuticals, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001394319,BBG000R33BY8,BBG001T921R2,2022-01-26T00:00:00Z
5006,TCPC,BlackRock TCP Capital Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001370755,BBG001P0TNW2,BBG001V17VG7,2022-01-26T00:00:00Z
5007,TCRR,TCR2 Therapeutics Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001750019,BBG00FH3FM15,BBG00FH3FM24,2022-01-26T00:00:00Z
5008,TCRX,"TScan Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001783328,BBG00PH1N007,BBG00PH1N025,2022-01-26T00:00:00Z
5009,TCS,"THE CONTAINER STORE GROUP, INC.",stocks,us,XNYS,CS,True,usd,0001411688,BBG005CHSS32,BBG005CHSS41,2022-01-26T00:00:00Z
5010,TCVA,TCV Acquisition Corp. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001845580,,,2022-01-26T00:00:00Z
5011,TCX,"Tucows, Inc",stocks,us,XNAS,CS,True,usd,0000909494,BBG000HBBZH8,BBG001S978L9,2022-01-26T00:00:00Z
5012,TD,Toronto Dominion Bank,stocks,us,XNYS,CS,True,usd,0000947263,BBG000BCRMB0,BBG001S60L15,2022-01-26T00:00:00Z
5013,TDC,TERADATA CORPORATION,stocks,us,XNYS,CS,True,usd,0000816761,BBG000R0L5J4,BBG001SPRJ28,2022-01-26T00:00:00Z
5014,TDG,TransDigm Group Incorporated,stocks,us,XNYS,CS,True,usd,0001260221,BBG000KQJ6M1,BBG001SPV1C1,2022-01-26T00:00:00Z
